cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,Differentiation,Stemness,malignant
97_P6_G04,MGH97,Malignant,6819,-16.6527,2.4763,-0.0976,-0.0349,Not cycling,0.4367,Proteasomal degradation,"",0.566176005,-0.782291364,yes
97_P6_B05,MGH97,Malignant,6460,-3.8002,-19.3966,0.0473,-0.0351,Not cycling,0.7473,Stress,"",-0.218979396,-0.268336775,yes
97_P5_D06,MGH97,Malignant,6724,-4.3517,-19.3659,0.1681,-0.1321,Not cycling,0.651,Stress,"",0.189643958,-0.219795802,yes
97_P6_F08,MGH97,Malignant,7044,-17.2867,3.5891,0.2967,-0.1705,Not cycling,0.6317,Oligo Progenitor,"",0.994318059,-1.518180127,yes
97_P5_F06,MGH97,Malignant,6772,-16.5429,2.2144,0.1406,-0.1097,Not cycling,0.5969,Stress,"",0.285421363,-0.355920231,yes
97_P5_D08,MGH97,Malignant,7096,-16.3526,2.0559,-0.0275,0.0797,Not cycling,0.3866,Translation initiation,"",0.318668907,-0.541546308,yes
97_P5_G11,MGH97,Malignant,8187,-4.2775,-19.3426,-0.1198,-0.0721,Not cycling,0.5461,Stress,"",0.298395498,-0.64307769,yes
97_P6_F10,MGH97,Malignant,6866,-4.5673,-19.2342,-0.2102,0.024,Not cycling,0.2836,Proteasomal degradation,"",0.014748987,-0.305552015,yes
97_P5_H07,MGH97,Malignant,4642,-12.4292,2.4951,0.1486,-0.0867,Not cycling,1.6338,Stress,Stress,-2.136333565,-2.514730134,yes
97_P5_A07,MGH97,Malignant,6376,-4.6443,-18.9617,-0.0332,-0.0019,Not cycling,0.2344,MYC,"",0.416493172,-0.335679796,yes
97_P6_G11,MGH97,Malignant,6459,-15.5416,3.2303,-0.0036,-0.0398,Not cycling,1.2493,Astrocytes,Astrocytes,-0.485645349,-0.789290227,yes
97_P5_C03,MGH97,Malignant,6207,-15.9156,4.0369,-0.2061,-0.0305,Not cycling,0.834,Oligo Progenitor,"",0.818591546,-0.957980055,yes
97_P5_F01,MGH97,Malignant,6547,-16.0086,3.6189,-0.1317,-0.0415,Not cycling,1.0667,Oligo Progenitor,Oligo Progenitor,0.867317621,-1.366366074,yes
97_P6_E01,MGH97,Malignant,6099,-2.8389,-18.2826,1.9015,0.0512,G1/S,2.5714,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.446833396,-0.207229848,yes
97_P5_F03,MGH97,Malignant,7019,-16.8941,2.523,-0.0544,-0.1361,Not cycling,0.7217,Oligo Progenitor,"",0.978830838,-1.324558345,yes
97_P5_B01,MGH97,Malignant,4853,-15.1282,3.1229,-0.2051,0.1123,Not cycling,0.8668,Astrocytes,"",-0.786113571,-1.07643972,yes
97_P6_H03,MGH97,Malignant,6256,-3.8243,-19.4593,0.1931,0.0702,Not cycling,1.3218,Stress,Stress,-0.624325244,-0.587842522,yes
97_P6_E12,MGH97,Malignant,5023,-11.3642,2.9679,-0.3322,-0.1084,Not cycling,3.3888,Astrocytes,Astrocytes,-3.498723273,-3.801862505,yes
97_P5_G10,MGH97,"",5936,-39.0944,-13.9897,,,"",,"","",,,""
97_P5_C05,MGH97,Malignant,5692,-16.2646,4.5673,-0.0806,-0.0809,Not cycling,0.2784,Oligo Progenitor,"",0.477124844,-1.086616225,yes
97_P6_D11,MGH97,Malignant,7341,-17.0517,3.0748,-0.1067,-0.0467,Not cycling,0.72,MYC,"",0.983619543,-1.281613166,yes
97_P5_H09,MGH97,Malignant,5528,-15.5917,2.4059,-0.0658,0.0109,Not cycling,0.6464,Stress,"",-0.174716757,-0.143521943,yes
97_P6_B06,MGH97,Malignant,5730,-6.6559,-14.2413,0.1507,-0.1817,Not cycling,1.7477,Stress (in vitro),"",-0.117967594,0.18911172,yes
97_P5_F09,MGH97,Malignant,7300,-3.5846,-19.4661,-0.0685,-0.0166,Not cycling,0.8264,Stress,"",-0.818554488,-1.038661539,yes
97_P6_F02,MGH97,Malignant,6554,-4.0251,-18.8462,0.084,0.0055,Not cycling,0.7877,Astrocytes,"",-0.588457816,-0.640843812,yes
97_P5_D11,MGH97,Malignant,5201,-14.9217,2.5304,-0.0401,-0.1645,Not cycling,0.9807,Astrocytes,"",-0.859230242,-0.719987806,yes
97_P5_H03,MGH97,Malignant,5873,-15.8277,2.8576,0.0812,-0.058,Not cycling,0.4374,Metal response,"",0.315332324,-0.410354207,yes
97_P5_D05,MGH97,Malignant,7570,-15.914,2.2151,0.2121,-0.0878,Not cycling,0.3881,Translation initiation,"",0.137490538,0.049447874,yes
97_P6_H05,MGH97,Malignant,4366,-12.8204,2.5253,-0.0314,-0.0457,Not cycling,1.0744,Stress,Stress,-1.576495687,-1.724589174,yes
97_P6_D09,MGH97,Malignant,6344,-3.5075,-19.369,0.1849,0.2069,Not cycling,1.0282,Astrocytes,Astrocytes,-0.951062839,-1.120985726,yes
97_P6_G09,MGH97,Malignant,6299,-15.8908,2.2226,-0.2255,-0.0486,Not cycling,0.4102,NPC/OPC,"",-0.169013885,-0.065024055,yes
97_P6_D08,MGH97,Malignant,4018,-13.7101,3.1843,-0.0797,0.0895,Not cycling,2.0978,Astrocytes,Astrocytes,-2.031320117,-2.365908961,yes
97_P5_G06,MGH97,Malignant,7119,-4.687,-19.0634,-0.1142,0.0602,Not cycling,0.5926,Translation initiation,"",-0.078042755,-0.080708326,yes
97_P5_A01,MGH97,Malignant,5644,-16.0092,3.4898,-0.2165,-0.0497,Not cycling,0.3931,IG,"",0.194303353,-0.394953852,yes
97_P6_H10,MGH97,Malignant,6212,-3.5448,-18.8169,0.1359,0.03,Not cycling,0.3639,MES (glioma),"",0.057177282,-0.004516869,yes
97_P5_G01,MGH97,Malignant,6533,-5.3502,-18.761,-0.0799,-0.0465,Not cycling,0.6832,MYC,"",0.458428876,-0.816556834,yes
97_P6_E02,MGH97,Malignant,6492,-16.3285,2.8346,0.1379,0.0016,Not cycling,0.3913,MYC,"",0.044819494,0.390980636,yes
97_P6_B01,MGH97,Malignant,5572,-3.6968,-18.897,0.1981,-0.0102,Not cycling,0.5978,Protein maturation,"",-0.206635926,0.036757925,yes
97_P5_F10,MGH97,Malignant,7548,-5.2762,-19.1327,0.2402,-0.1191,Not cycling,0.426,MYC,"",0.284131752,-0.537600812,yes
97_P6_C10,MGH97,Malignant,7037,-16.8982,2.2336,-0.0035,-0.2031,Not cycling,0.3322,Respiration,"",0.113869294,0.121437835,yes
97_P5_C09,MGH97,Malignant,7455,-16.2534,2.1645,-0.3132,-0.0472,Not cycling,0.5883,Oligo Progenitor,"",0.475266734,-0.574687562,yes
97_P5_E12,MGH97,Malignant,8069,-2.8015,-18.3082,2.2348,0.3176,G1/S,2.5626,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.00402544,0.419945961,yes
97_P5_E01,MGH97,Malignant,4985,-14.806,2.8878,-0.0174,0.0832,Not cycling,0.2596,NPC/OPC,"",0.0407394,0.249828482,yes
97_P6_D02,MGH97,Malignant,5998,-3.377,-19.1724,0.2393,-0.1926,Not cycling,1.3945,Stress,Stress,-1.172322291,-0.967053935,yes
97_P6_A07,MGH97,Malignant,6723,-3.4087,-19.1053,0.2958,0.2452,Not cycling,1.3087,Stress,Stress,-0.053598741,-0.101124248,yes
97_P5_G03,MGH97,Malignant,7157,-16.803,3.444,-0.0018,-0.0117,Not cycling,0.6424,Oligo Progenitor,"",0.937764102,-1.229808627,yes
97_P6_G12,MGH97,Malignant,4725,-12.4005,2.6416,-0.0477,-0.0347,Not cycling,1.4704,Astrocytes,Astrocytes,-1.935478197,-2.186386657,yes
97_P6_C03,MGH97,Malignant,7735,-2.6275,-17.9483,1.9017,1.1782,G1/S,2.2595,Cell Cycle - G2/M,"",-0.243392814,-0.619313531,yes
97_P6_H06,MGH97,Malignant,5012,-4.4992,-19.5821,-0.1393,-0.0139,Not cycling,0.5271,Proteasomal degradation,"",-0.101361717,0.279595791,yes
97_P5_E09,MGH97,Malignant,3876,-14.0133,5.6958,0.1193,-0.0548,Not cycling,1.3447,Oligo Progenitor,Oligo Progenitor,1.275958475,-1.605222734,yes
97_P6_C01,MGH97,Malignant,5396,-16.5161,2.9352,0.1426,-0.1095,Not cycling,0.2163,Cell Cycle - G1/S,"",0.492647784,-0.605052689,yes
97_P6_G03,MGH97,Malignant,7095,-16.7274,2.7146,-0.1238,0.0216,Not cycling,0.6333,MYC,"",0.228323982,-0.713884275,yes
97_P5_G12,MGH97,Malignant,5655,-3.1976,-18.4625,0.0312,0.0755,Not cycling,1.0896,Astrocytes,Astrocytes,-0.483173374,-0.478748809,yes
97_P5_G09,MGH97,Malignant,6693,-4.2578,-19.5715,0.2029,-0.0066,Not cycling,0.4851,RBCs,"",-0.129308145,0.108704356,yes
97_P5_H04,MGH97,Malignant,6246,-4.3373,-19.3453,0.2542,-0.0291,Not cycling,0.2799,Stress,"",0.123689912,0.434722179,yes
MGH97_P7_B05,MGH97,Malignant,4365,-4.1703,-17.6399,0.0071,0.0994,Not cycling,0.6568,Stress,"",-0.365648561,0.278335614,yes
MGH97_P7_E10,MGH97,Malignant,6106,-15.3615,6.4268,-5e-04,0.0803,Not cycling,0.7319,Oligo Progenitor,"",0.572366094,-0.625401116,yes
MGH97_P7_A02,MGH97,Malignant,4912,-13.2488,4.6785,-0.0471,-0.1669,Not cycling,0.5554,Oligo Progenitor,"",0.716149251,-0.543115777,yes
MGH97_P7_C01,MGH97,Malignant,5529,-15.6249,5.7519,-0.1091,-0.0141,Not cycling,0.4983,Oligo Progenitor,"",0.883003237,-1.478945177,yes
MGH97_P7_D06,MGH97,Malignant,4664,-3.7444,-17.7308,-0.0081,0.038,Not cycling,0.6874,Astrocytes,"",-0.399891167,-0.164292299,yes
MGH97_P7_H08,MGH97,Malignant,5377,-13.3909,6.976,-0.1203,-0.2019,Not cycling,0.7117,Translation initiation,"",0.635050631,-0.393985438,yes
MGH97_P7_G11,MGH97,Malignant,4415,-12.7419,4.4731,-0.0917,0.1912,Not cycling,1.6245,Astrocytes,Astrocytes,-1.549740872,-0.921996397,yes
MGH97_P7_A08,MGH97,Malignant,5032,-11.3222,6.1308,-0.0693,-0.0242,Not cycling,0.2639,EMT IV,"",0.197431039,-0.178347503,yes
MGH97_P7_F07,MGH97,Malignant,5152,-6.1875,-15.3468,-0.0284,0.009,Not cycling,0.2952,Oligo Progenitor,"",0.122361232,-0.340403637,yes
MGH97_P7_C04,MGH97,Malignant,5906,-12.3178,6.8307,-0.2229,0.0448,Not cycling,0.5628,NPC/OPC,"",0.026510712,0.338247508,yes
MGH97_P7_C02,MGH97,Malignant,5936,-6.0647,-15.7202,0.3197,-0.182,Not cycling,0.5551,Translation initiation,"",0.098572431,-0.360903446,yes
MGH97_P7_F10,MGH97,Malignant,5484,-15.5664,6.2951,-0.0313,-0.0707,Not cycling,0.6094,Oligo Progenitor,"",0.948170111,-1.249400826,yes
MGH97_P7_H05,MGH97,Malignant,5746,-3.5566,-16.8353,0.6353,0.6709,Intermediate,1.7356,Cell Cycle - G2/M,"",-0.117982353,0.226682296,yes
MGH97_P7_B04,MGH97,Malignant,3843,-11.581,3.146,-0.0507,0.1638,Not cycling,2.4928,Astrocytes,Astrocytes,-2.593632104,-2.043568754,yes
MGH97_P7_F09,MGH97,Malignant,5316,-12.8091,5.0029,-0.0317,0.0057,Not cycling,0.9215,NPC/OPC,"",0.876652864,-0.616353329,yes
MGH97_P7_H02,MGH97,Malignant,4464,-11.9269,3.1933,-0.2357,0.1721,Not cycling,1.8446,Astrocytes,Astrocytes,-2.20354678,-2.841609327,yes
MGH97_P7_C11,MGH97,"",4978,-38.9647,-13.8142,,,"",,"","",,,""
MGH97_P7_G07,MGH97,Malignant,5270,-4.3533,-17.2787,0.1035,0.1482,Not cycling,0.4181,Oligo Progenitor,"",0.186599419,-0.283682886,yes
MGH97_P7_F06,MGH97,Malignant,5470,-13.1637,5.9803,0.1877,0.1867,Not cycling,0.3445,Translation initiation,"",0.452605569,-0.690238621,yes
MGH97_P7_A06,MGH97,Malignant,5260,-12.6241,5.9438,0.1108,-0.1477,Not cycling,0.2764,Hemato-related II,"",0.103068925,-0.029497993,yes
MGH97_P7_D12,MGH97,Malignant,5365,-13.6456,6.7272,0.1279,0.0088,Not cycling,0.8677,Oligo Progenitor,"",0.878783447,-0.868507051,yes
MGH97_P7_B02,MGH97,Malignant,5736,-5.8937,-15.5472,0.0226,0.1057,Not cycling,0.485,Translation initiation,"",0.107583951,-0.061323796,yes
MGH97_P7_E03,MGH97,Malignant,5853,-16.3318,6.0417,0.0383,0.0327,Not cycling,0.9977,Oligo Progenitor,"",0.838016864,-1.278044732,yes
MGH97_P7_D02,MGH97,Malignant,4891,-13.9203,6.9009,-7e-04,0.0128,Not cycling,0.2741,EMT IV,"",0.570712552,-0.690262623,yes
MGH97_P7_B11,MGH97,Malignant,5171,-12.1395,6.6637,-0.0367,-0.2231,Not cycling,0.7451,Oligo Progenitor,"",0.649213209,-0.094196436,yes
MGH97_P7_E09,MGH97,Malignant,5932,-14.7144,5.5098,0.1383,-0.1094,Not cycling,0.513,Oligo Progenitor,"",0.32853065,-0.299017379,yes
MGH97_P7_B01,MGH97,Malignant,6413,-6.049,-16.6187,0.1471,-0.1341,Not cycling,0.4467,Interferon/MHC-II (I),"",0.122718205,-0.27577618,yes
MGH97_P7_G06,MGH97,Malignant,5602,-13.7256,5.1751,-0.1602,-0.0377,Not cycling,0.4509,Translation initiation,"",0.32081491,-0.195421564,yes
MGH97_P7_B07,MGH97,Malignant,3937,-4.5342,-16.2366,0.2498,-0.0354,Not cycling,0.3664,Astrocytes,"",0.457521585,0.246614939,yes
MGH97_P7_C05,MGH97,Malignant,5238,-5.4744,-15.2229,0.2638,0.2106,Not cycling,0.2779,MYC,"",0.136011571,0.218463539,yes
MGH97_P7_E07,MGH97,Malignant,4820,-14.1395,6.4899,-0.1713,-0.0017,Not cycling,0.6883,Oligo Progenitor,"",1.129487693,-1.12731564,yes
MGH97_P7_B12,MGH97,Malignant,5935,-4.1023,-17.4903,-0.1307,0.0376,Not cycling,0.8647,Stress,"",-0.467229186,-0.060474312,yes
MGH97_P7_H07,MGH97,Malignant,4725,-11.3899,5.871,-0.0208,-0.0032,Not cycling,0.5229,EMT IV,"",0.002127839,0.585301022,yes
MGH97_P7_D04,MGH97,Malignant,4938,-6.1343,-15.2462,0.03,-0.0063,Not cycling,0.3617,MP41 (Unassigned),"",0.48619969,-0.393601037,yes
MGH97_P7_C06,MGH97,Malignant,7684,0.8056,-4.7273,2.8018,1.3454,G1/S,3.8391,Cell Cycle - G1/S,Cell Cycle - G1/S,0.017024189,0.827958605,yes
MGH97_P7_G09,MGH97,Malignant,5318,-15.3182,6.7369,0.1234,-0.1251,Not cycling,0.5651,Oligo Progenitor,"",0.915237171,-0.947710468,yes
MGH97_P7_E06,MGH97,Malignant,5541,-15.467,5.262,0.1749,-0.0133,Not cycling,1.4262,Oligo Progenitor,Oligo Progenitor,1.477661695,-1.277006179,yes
MGH97_P7_F04,MGH97,Malignant,4427,-5.65,-15.0762,-0.1656,-0.0502,Not cycling,0.8143,Astrocytes,"",-1.033562361,-1.29964164,yes
MGH97_P7_C09,MGH97,Malignant,6250,-3.5674,-18.3129,0.0208,0.0319,Not cycling,1.0541,Stress,Stress,-0.167653288,-0.256498053,yes
MGH97_P7_G03,MGH97,Malignant,5105,-3.655,-16.7375,0.0766,0.079,Not cycling,0.761,Astrocytes,"",-0.82496539,-0.776293029,yes
MGH97_P7_H01,MGH97,Malignant,3497,-3.2328,-16.349,0.2189,-0.0388,Not cycling,0.6893,Stress,"",-0.374407632,-0.358040684,yes
MGH97_P7_B06,MGH97,Malignant,5936,-12.9407,5.2811,-0.0526,0.0262,Not cycling,0.4144,NPC/OPC,"",0.167917679,-0.143542628,yes
MGH97_P7_C08,MGH97,Malignant,7131,-14.8561,5.5987,-0.2731,-0.3001,Not cycling,0.8441,Oligo Progenitor,"",0.582135755,-1.355499601,yes
MGH97_P7_E08,MGH97,Malignant,4759,-6.2729,-15.291,0.163,-0.1572,Not cycling,0.4475,MYC,"",0.048238404,0.234539632,yes
MGH97_P7_F01,MGH97,Malignant,4413,-3.9238,-16.6036,0.0539,-0.1426,Not cycling,0.3325,Astrocytes,"",-0.05479246,-0.110965551,yes
MGH97_P7_H03,MGH97,Malignant,6205,-14.8638,5.6239,-0.1148,-0.0348,Not cycling,0.4913,MYC,"",0.30379502,-0.451783893,yes
MGH97_P7_B10,MGH97,Malignant,5165,-3.3306,-17.0277,0.0842,-0.1038,Not cycling,0.7657,Stress,"",-0.070354491,0.240843268,yes
MGH97_P7_E11,MGH97,Malignant,5975,-6.1239,-15.2979,0.2148,0.0104,Not cycling,0.3233,Translation initiation,"",0.233566292,-0.00465526,yes
MGH97_P7_C03,MGH97,Malignant,4251,-3.3273,-17.4793,-0.0141,0.1016,Not cycling,0.528,Astrocytes,"",-0.684994755,-0.810897045,yes
MGH97_P7_H12,MGH97,Malignant,4901,-6.014,-15.6031,0.0855,0.0697,Not cycling,0.6036,Respiration,"",0.136467886,-0.208290604,yes
MGH97_P7_D07,MGH97,Malignant,5576,-15.6358,6.1846,0.0576,-0.0672,Not cycling,0.494,Oligo Progenitor,"",0.743519464,-0.932858201,yes
MGH97_P7_A11,MGH97,Malignant,4394,-4.0204,-14.9862,0.13,0.1977,Not cycling,0.6018,NPC Glioma,"",-0.340067478,0.141127652,yes
MGH97_P7_A01,MGH97,Malignant,5010,-13.8452,6.9734,-0.001,-0.1518,Not cycling,0.7286,MYC,"",0.013449965,-0.051573592,yes
MGH97_P7_F12,MGH97,Malignant,5642,-15.6568,6.4026,-0.0595,0.0301,Not cycling,0.8515,Oligo Progenitor,"",0.564931309,-0.988300892,yes
MGH97_P7_F08,MGH97,Malignant,6371,-5.8979,-15.2262,-0.1738,-0.0629,Not cycling,0.3265,Translation initiation,"",0.062985827,0.455982541,yes
MGH97_P7_D11,MGH97,Malignant,4963,-15.8084,6.5032,-0.106,-0.0334,Not cycling,1.0072,Oligo Progenitor,Oligo Progenitor,1.725179167,-1.672819705,yes
MGH97_P7_H09,MGH97,Malignant,3116,3.4728,3.8879,0.1138,-0.0956,Not cycling,1.0936,Respiration,Respiration,0.331533008,-0.665118999,yes
MGH97_P7_D09,MGH97,Malignant,6836,-4.7178,-17.9351,0.1015,-0.081,Not cycling,0.7565,Stress,"",-0.087288534,-0.410447662,yes
MGH97_P7_C12,MGH97,Malignant,5397,-12.7502,5.1322,-0.0798,0.0529,Not cycling,0.5103,Stress,"",0.549879074,-0.535827151,yes
MGH97_P7_H11,MGH97,Malignant,4876,-12.2067,3.11,-0.3011,-0.0401,Not cycling,1.1189,Interferon/MHC-II (I),"",-1.138415508,-0.985352902,yes
MGH97_P7_A04,MGH97,Malignant,5333,-12.6198,6.6999,0.089,0.0245,Not cycling,0.5853,IG,"",0.19830697,0.130882669,yes
MGH97_P7_H06,MGH97,Malignant,6137,-4.7181,-16.0344,0.0244,0.1113,Not cycling,0.4389,Translation initiation,"",-0.009812729,0.09606719,yes
MGH97_P7_F03,MGH97,Malignant,5246,-13.4258,5.9843,-0.1372,0.079,Not cycling,0.7026,Oligo Progenitor,"",1.086922111,-1.368462831,yes
MGH97_P7_A07,MGH97,Malignant,5753,-3.8984,-17.4497,-0.0899,-0.1539,Not cycling,0.8839,Stress,"",-0.321653603,-0.095773942,yes
MGH97_P7_F11,MGH97,Malignant,6002,-4.3979,-17.7881,0.1116,0.0155,Not cycling,0.2412,Skin pigmentation,"",0.125108602,0.213018549,yes
MGH97_P7_G08,MGH97,Malignant,5974,-4.0752,-17.0567,1.0864,0.0956,G1/S,1.1868,Cell Cycle - G1/S,Cell Cycle - G1/S,0.12356452,-0.039482898,yes
MGH97_P7_E02,MGH97,Malignant,5013,-11.3696,5.5167,0.0698,-0.0216,Not cycling,0.5011,NPC/OPC,"",-0.127361851,-0.047065223,yes
MGH97_P7_C07,MGH97,Malignant,7009,-5.1588,-17.4997,-0.1269,0.0105,Not cycling,0.3449,Proteasomal degradation,"",0.453658675,-0.933971891,yes
MGH97_P7_A09,MGH97,Malignant,4052,-16.1407,4.693,0.3125,0.162,Not cycling,0.726,Stress (in vitro),"",-0.694297368,-0.416732262,yes
MGH97_P7_B09,MGH97,Malignant,4918,-13.1803,7.2215,-0.2016,-0.1456,Not cycling,0.2484,Oligo normal,"",0.14885511,0.199572876,yes
MGH97_P7_G10,MGH97,Malignant,6360,-5.625,-16.2617,0.0473,0.0795,Not cycling,0.2222,Interferon/MHC-II (II),"",0.050735796,0.22989887,yes
MGH97_P7_G02,MGH97,Malignant,5571,-13.4673,5.2618,0.154,-0.0581,Not cycling,0.5684,Chromatin,"",0.241129232,-0.056072323,yes
MGH97_P7_H04,MGH97,Malignant,6398,-4.8147,-17.5502,0.4083,0.1439,Not cycling,0.1856,Cell Cycle - G1/S,"",-0.081012429,-0.338245823,yes
MGH97_P7_G01,MGH97,Malignant,4361,-4.1822,-16.7485,-0.0649,-0.1696,Not cycling,1.16,Stress,Stress,-0.45954556,-0.390784231,yes
MGH97_P7_E05,MGH97,Malignant,5312,-11.8921,6.072,0.0362,-0.0055,Not cycling,0.5601,Translation initiation,"",-0.046960432,0.784332681,yes
MGH97_P7_E04,MGH97,Malignant,5541,-4.9377,-16.2282,-0.0185,0.1195,Not cycling,0.3439,Metal response,"",-0.321416134,-0.123152297,yes
MGH97_P7_E01,MGH97,Malignant,3347,3.1955,4.2232,0.083,-0.1898,Not cycling,0.8116,Respiration,"",0.095766605,-0.263890943,yes
MGH97_P7_F05,MGH97,Malignant,4406,-12.3507,4.586,-0.1239,-0.126,Not cycling,1.0643,Astrocytes,Astrocytes,-0.912577074,-0.974000337,yes
MGH97_P7_D05,MGH97,Malignant,4989,-5.6594,-16.1152,-0.0451,0.1344,Not cycling,0.4211,Translation initiation,"",0.136777387,-0.118215703,yes
MGH97_P7_A03,MGH97,Malignant,8077,-5.9349,-16.846,0.3505,0.1217,Not cycling,0.3656,MYC,"",0.326426272,-0.543100552,yes
MGH97_P7_B03,MGH97,Malignant,5841,-4.696,-17.712,-0.1538,-0.0545,Not cycling,0.2935,Glutathione,"",0.068279444,-0.020066356,yes
MGH97_P7_A05,MGH97,Malignant,4586,-13.1242,5.2308,0.1756,0.2898,Not cycling,0.7897,NPC/OPC,"",0.319065286,-0.038201235,yes
MGH97_P7_D03,MGH97,Malignant,3809,-12.9523,4.7617,0.1482,-0.0019,Not cycling,1.6457,Astrocytes,Astrocytes,-1.796380554,-1.141377398,yes
MGH97_P7_F02,MGH97,Malignant,5924,-6.4204,-15.1699,0.1478,-0.2165,Not cycling,0.6763,Translation initiation,"",0.460255167,-0.74133364,yes
MGH97_P7_G05,MGH97,Malignant,5253,-5.7369,-15.2755,0.2589,-0.0239,Not cycling,0.3385,EMT IV,"",-0.026260997,0.046393247,yes
MGH97_P7_D08,MGH97,"",3608,-39.2306,-13.3983,,,"",,"","",,,""
MGH97_P7_G04,MGH97,Malignant,6669,-14.4229,6.3015,-0.3084,-0.0803,Not cycling,0.3872,Oligo Progenitor,"",0.553417154,-0.859804014,yes
MGH97_P8_A11,MGH97,Malignant,6366,-4.805,-18.1633,-0.1015,0.3059,Not cycling,0.2945,MYC,"",0.090163778,-0.051259727,yes
MGH97_P10_A12,MGH97,Malignant,6111,-14.1658,7.295,0.005,0.1033,Not cycling,1.2384,Respiration,Respiration,0.602301379,-0.720404149,yes
MGH97_P10_E09,MGH97,Malignant,6180,-4.1532,-17.0853,-0.009,-0.1809,Not cycling,1.0418,Respiration,Respiration,-0.123507036,0.095064988,yes
MGH97_P9_B12,MGH97,Malignant,5347,-14.738,4.8891,-0.0434,0.0322,Not cycling,1.199,Stress,Stress,-0.806568088,-0.379758298,yes
MGH97_P10_D07,MGH97,Malignant,4691,-12.5043,6.7766,0.1527,0.1111,Not cycling,0.2786,Hemato-related II,"",0.372212385,0.065719725,yes
MGH97_P8_D11,MGH97,Malignant,8364,-4.948,-17.6289,0.1345,5e-04,Not cycling,0.2466,Metal response,"",0.002998819,0.014507116,yes
MGH97_P8_G05,MGH97,Malignant,5164,-3.9791,-17.2062,-0.0884,0.0403,Not cycling,0.4712,EMT III,"",-0.2540828,0.213459862,yes
MGH97_P9_C05,MGH97,Malignant,5787,-5.7817,-16.4893,-0.058,-0.1062,Not cycling,0.6524,MYC,"",0.922341264,-0.9207139,yes
MGH97_P8_D03,MGH97,Malignant,5224,-3.9898,-14.9475,-0.0419,0.036,Not cycling,0.9688,NPC Glioma,"",-0.411261355,0.00310872,yes
MGH97_P8_H05,MGH97,Malignant,4167,-3.8265,-16.4659,0.28,0.0454,Not cycling,0.6222,Stress,"",-0.010974322,0.481098293,yes
MGH97_P10_A09,MGH97,Malignant,5232,-12.2172,5.2171,-0.0572,0.0752,Not cycling,0.4585,Astrocytes,"",-0.215463945,-0.160295082,yes
MGH97_P10_E03,MGH97,Malignant,3637,-11.6914,3.383,-0.1022,0.0636,Not cycling,1.6484,Astrocytes,Astrocytes,-1.651663247,-1.714274188,yes
MGH97_P10_D04,MGH97,Malignant,4946,-12.45,5.21,-0.0055,0.0086,Not cycling,0.6096,Translation initiation,"",0.17442753,0.068565331,yes
MGH97_P9_D12,MGH97,Malignant,4904,-11.5815,5.4391,0.0108,0.0088,Not cycling,0.6385,NPC/OPC,"",-0.182752953,0.445193468,yes
MGH97_P8_H06,MGH97,Malignant,5886,-15.59,6.316,-0.1503,0.005,Not cycling,1.1146,Oligo Progenitor,Oligo Progenitor,0.884795285,-1.031988109,yes
MGH97_P8_H11,MGH97,Malignant,4054,-11.9126,4.2113,-0.0877,0.0486,Not cycling,1.9344,Astrocytes,Astrocytes,-2.131527147,-2.720936612,yes
MGH97_P9_F12,MGH97,Malignant,7220,-5.8636,-16.5792,0.2393,-0.1189,Not cycling,0.3298,IG,"",0.113610444,-0.218624461,yes
MGH97_P8_D07,MGH97,Malignant,5529,-12.5033,6.3352,0.0586,0.0821,Not cycling,0.3993,Astrocytes,"",0.545965974,-0.860846083,yes
MGH97_P8_H02,MGH97,Malignant,3796,-11.8844,6.2363,0.0574,0.0824,Not cycling,0.2863,NPC Glioma,"",-0.043652332,0.359636353,yes
MGH97_P8_D01,MGH97,Malignant,5743,-4.2579,-15.1038,-0.2563,0.0957,Not cycling,1.1422,Stress,Stress,-0.053816347,0.16446571,yes
MGH97_P10_C04,MGH97,"",6041,-4.6295,-15.7226,,,"",,"","",,,""
MGH97_P9_E06,MGH97,Malignant,4105,-14.6066,4.1995,-0.2325,-0.2279,Not cycling,0.972,Oligo Progenitor,"",1.345980614,-1.612148423,yes
MGH97_P8_F12,MGH97,Malignant,4665,-5.6584,-15.6006,0.2698,0.1006,Not cycling,0.2115,EMT IV,"",0.888085957,-1.016729067,yes
MGH97_P8_H01,MGH97,Malignant,4944,-11.7473,6.2253,-0.2216,-0.1904,Not cycling,0.2886,Translation initiation,"",0.00257459,0.2176574,yes
MGH97_P8_A05,MGH97,Malignant,6289,-15.5164,5.5902,0.004,-0.1035,Not cycling,0.9509,Oligo Progenitor,"",1.118724721,-1.484561132,yes
MGH97_P9_F10,MGH97,Malignant,6090,-5.5216,-15.7026,-0.1561,-0.143,Not cycling,0.2619,Chromatin,"",0.021313381,0.500838197,yes
MGH97_P10_F10,MGH97,Malignant,5555,-5.8689,-15.354,0.1238,0.1074,Not cycling,0.373,Stress (in vitro),"",0.004870985,0.144916893,yes
MGH97_P9_G12,MGH97,Malignant,4718,-4.3275,-15.9263,0.0727,0.0107,Not cycling,0.4679,Translation initiation,"",-0.111749958,0.211817443,yes
