cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,Differentiation,Stemness,malignant
MGH53_P7_F08,MGH53,Malignant,3401,-6.5212,16.0536,0.1077,0.3499,Not cycling,0.7328,Astrocytes,"",0.562371784,-0.584236276,yes
MGH53_P7_F09,MGH53,Malignant,4230,-8.0499,19.5498,0.3084,0.1028,Not cycling,1.3283,Oligo Progenitor,Oligo Progenitor,0.867878693,-1.27890518,yes
MGH53_P7_F10,MGH53,Malignant,4698,-7.2828,12.4245,0.2084,-0.0088,Not cycling,1.3515,Astrocytes,Astrocytes,-0.637803732,-1.38286936,yes
MGH53_P7_F11,MGH53,Malignant,5571,1.008,-0.9116,0.9829,0.0459,G1/S,1.1517,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.073223341,0.74015426,yes
MGH53_P7_F12,MGH53,Malignant,5973,-6.7332,16.0591,0.2029,0.0868,Not cycling,0.5324,Stress,"",0.758212118,-0.830098175,yes
MGH53_P7_G01,MGH53,Malignant,3393,-12.4918,12.9561,-0.014,-0.0416,Not cycling,0.5808,Respiration,"",0.304036857,-0.263639321,yes
MGH53_P7_G03,MGH53,Malignant,3106,-8.3363,13.1431,0.1973,0.0576,Not cycling,0.8632,Proteasomal degradation,"",-0.662284165,-0.19016986,yes
MGH53_P7_G04,MGH53,Malignant,4915,-6.6254,17.9852,-0.2749,-0.0077,Not cycling,0.474,Proteasomal degradation,"",0.346275892,-0.594006347,yes
MGH53_P7_G05,MGH53,Malignant,4904,-7.2346,19.273,0.0101,-0.0251,Not cycling,0.4001,Oligo Progenitor,"",0.868272448,-1.483857367,yes
MGH53_P7_G06,MGH53,Malignant,4105,-6.3912,15.1493,0.1395,0.1363,Not cycling,0.5639,Proteasomal degradation,"",-0.138846448,-0.418932769,yes
MGH53_P7_G07,MGH53,Malignant,4387,-8.1372,18.6144,-0.1709,0.0518,Not cycling,0.5915,MYC,"",0.289471308,-0.494943752,yes
MGH53_P7_G08,MGH53,Malignant,4373,-7.7627,14.8925,-0.0727,0.0594,Not cycling,0.7315,Stress,"",-0.278949651,-0.321098419,yes
MGH53_P7_G09,MGH53,Malignant,4050,-8.0665,11.2561,-0.0792,-0.0583,Not cycling,1.7294,Astrocytes,Astrocytes,-1.083459161,-0.880009689,yes
MGH53_P7_G10,MGH53,Malignant,4424,-4.7395,13.0125,0.6821,0.129,Not cycling,1.0386,Cell Cycle - G1/S,Cell Cycle - G1/S,0.227424302,-0.546171538,yes
MGH53_P7_G11,MGH53,Malignant,5105,-6.3338,18.4311,0.0288,0.1331,Not cycling,0.9849,Oligo Progenitor,"",0.5364935,-1.206927386,yes
MGH53_P7_G12,MGH53,Malignant,4056,-6.533,17.6179,0.077,0.0139,Not cycling,0.5082,IG,"",0.294186467,-0.542704315,yes
MGH53_P7_H01,MGH53,Malignant,3741,-7.6699,16.8996,-0.0221,0.0893,Not cycling,0.4969,Interferon/MHC-II (I),"",-0.168014566,-0.646284541,yes
MGH53_P7_H02,MGH53,Malignant,3748,-6.718,16.9237,-0.1945,0.0677,Not cycling,0.5408,EMT III,"",1.196514632,-1.614022783,yes
MGH53_P7_H03,MGH53,Malignant,3773,-8.2217,15.4354,0.0858,-0.0041,Not cycling,0.6438,NPC/OPC,"",0.056513371,0.095598966,yes
MGH53_P7_H04,MGH53,Malignant,4639,-9.8927,12.8359,0.1049,-0.1351,Not cycling,0.4879,Hypoxia,"",0.190544579,0.190610578,yes
MGH53_P7_H05,MGH53,Malignant,4003,-11.2274,13.0501,0.3167,0.0888,Not cycling,0.457,Respiration,"",0.096183187,0.075516839,yes
MGH53_P7_H06,MGH53,Malignant,4107,-5.5688,14.337,-0.0628,0.324,Not cycling,0.9444,Stress,"",-0.092617232,0.845495121,yes
MGH53_P7_H07,MGH53,Malignant,4791,-12.5964,14.0606,0.0108,0.0567,Not cycling,0.5957,Oligo Progenitor,"",0.311592028,-0.168141895,yes
MGH53_P7_H08,MGH53,Malignant,4024,-11.6353,13.2165,-0.0499,0.0242,Not cycling,0.357,Proteasomal degradation,"",0.236924918,-0.376646239,yes
MGH53_P7_H10,MGH53,Malignant,4931,-10.4473,11.378,1.7411,0.1001,G1/S,2.1305,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.476815732,-0.493337174,yes
MGH53_P7_H11,MGH53,Malignant,4781,-6.0637,16.2564,0.2074,-0.0536,Not cycling,0.7484,MYC,"",-0.182966939,-0.236011228,yes
MGH53_P7_H12,MGH53,Malignant,4947,-10.7484,15.1887,0.0096,-0.0928,Not cycling,0.5817,MYC,"",-0.087810143,0.57841716,yes
MGH53_P8_A01,MGH53,Malignant,3771,-6.6867,18.2346,-0.2064,0.1122,Not cycling,0.4823,Interferon/MHC-II (I),"",0.473944207,-0.471775839,yes
MGH53_P8_A02,MGH53,Malignant,5565,-8.0781,10.3052,-0.2238,0.0027,Not cycling,0.6838,Stress,"",-0.06709291,0.580563956,yes
MGH53_P8_A03,MGH53,Malignant,4930,-6.0743,15.0415,0.034,-0.1006,Not cycling,0.9248,Proteasomal degradation,"",0.0825401,0.22748786,yes
MGH53_P8_A04,MGH53,Malignant,4319,-6.1394,14.9394,-0.1471,-0.1051,Not cycling,1.7739,Stress,Stress,-0.930020807,-1.432225411,yes
MGH53_P8_A05,MGH53,Malignant,4310,-8.5726,18.8022,-0.386,-0.0194,Not cycling,1.3619,Oligo Progenitor,Oligo Progenitor,0.690082617,-0.802193765,yes
MGH53_P8_A06,MGH53,Malignant,4647,-7.4507,13.1308,-0.2681,0.1148,Not cycling,1.2273,Astrocytes,Astrocytes,-1.158891618,-1.039660536,yes
MGH53_P8_A07,MGH53,Malignant,4949,-3.7592,13.8735,0.0679,-0.1295,Not cycling,1.1272,Protein maturation,"",-0.421854118,-0.593628986,yes
MGH53_P8_A08,MGH53,Malignant,4827,-12.5129,14.0481,0.0865,-0.0828,Not cycling,0.8254,Oligo Progenitor,"",1.112591841,-1.122683747,yes
MGH53_P8_A09,MGH53,Malignant,4440,-9.034,18.3115,-0.0093,0.2892,Not cycling,1.5363,Oligo Progenitor,Oligo Progenitor,0.966886735,-0.900362864,yes
MGH53_P8_A10,MGH53,Malignant,5236,-12.4348,14.6426,-0.1989,0.1,Not cycling,0.659,RBCs,"",0.130187604,0.713252827,yes
MGH53_P8_A11,MGH53,Malignant,3974,-5.9526,5.5857,-0.0372,-0.0171,Not cycling,0.8159,Stress,"",-0.22378314,-0.135412875,yes
MGH53_P8_A12,MGH53,Malignant,3261,3.4485,4.0467,0.0688,-0.0644,Not cycling,0.6595,Cell Cycle HMG-rich,"",0.260454734,-0.721390651,yes
MGH53_P8_B03,MGH53,Malignant,4754,-9.3456,13.6386,-0.1011,-0.0551,Not cycling,1.1815,Stress,Stress,-0.558027856,-0.564024451,yes
MGH53_P8_B04,MGH53,Malignant,5018,-5.7118,13.9117,-0.1239,0.0506,Not cycling,1.6403,Stress,Stress,-0.714029244,-1.152885561,yes
MGH53_P8_B08,MGH53,Malignant,4586,-11.1669,13.8445,0.1374,-0.0837,Not cycling,0.4121,EMT III,"",-0.053745755,0.79061359,yes
MGH53_P8_B09,MGH53,Malignant,4726,-7.1576,13.3917,-0.0364,-0.1626,Not cycling,0.6373,Protein maturation,"",-0.032680682,-0.489558087,yes
MGH53_P8_B10,MGH53,Malignant,4723,-12.0871,12.0539,-0.2779,0.0624,Not cycling,0.8663,Oligo Progenitor,"",0.990605084,-1.092123391,yes
MGH53_P8_B11,MGH53,Malignant,6087,0.8902,-2.4583,1.4027,-0.0455,G1/S,2.0452,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.060503553,0.185515303,yes
MGH53_P8_B12,MGH53,Malignant,4199,-5.3184,13.4264,0.1075,-0.0739,Not cycling,1.5756,Stress,Stress,-0.456610834,-1.262819513,yes
MGH53_P8_C01,MGH53,Malignant,5050,-5.7736,15.047,-0.079,-0.0029,Not cycling,0.4596,Oligo Progenitor,"",0.157778836,-0.301019519,yes
MGH53_P8_C02,MGH53,Malignant,4942,-5.3367,16.0756,-0.2829,0.0668,Not cycling,0.6135,Oligo Progenitor,"",0.568264832,-0.829842649,yes
MGH53_P8_C03,MGH53,Malignant,5065,-10.9448,13.1299,0.7927,-0.0681,G1/S,1.0427,MYC,"",-0.039085174,0.035804015,yes
MGH53_P8_C04,MGH53,Malignant,4441,-5.1801,17.5145,-0.3251,-0.018,Not cycling,1.0634,Astrocytes,Astrocytes,-0.983541201,-1.122924939,yes
MGH53_P8_C08,MGH53,Malignant,5526,-7.5026,18.7765,-0.0255,0.0087,Not cycling,1.0412,Oligo Progenitor,Oligo Progenitor,0.905033279,-1.370093331,yes
MGH53_P8_C09,MGH53,Malignant,5386,-10.0302,12.8291,-0.1676,0.0872,Not cycling,0.9686,Oligo Progenitor,"",0.714911122,-0.91583453,yes
MGH53_P8_C10,MGH53,Malignant,5233,-6.4579,15.2215,-0.0026,-0.189,Not cycling,1.0161,Astrocytes,Astrocytes,-0.365774636,-0.469734225,yes
MGH53_P8_C11,MGH53,Malignant,4320,-9.4878,13.4455,-0.1313,0.1149,Not cycling,0.3861,MES (glioma),"",0.063509406,0.224272756,yes
MGH53_P8_C12,MGH53,Malignant,3088,3.3554,3.7527,0.1017,-0.104,Not cycling,1.3865,Respiration,"",-0.089645007,-0.430808661,yes
MGH53_P8_D01,MGH53,Malignant,4590,-8.268,16.7995,0.624,0.1371,Not cycling,1.0558,Cell Cycle - G1/S,Cell Cycle - G1/S,0.569646048,-0.431998949,yes
MGH53_P8_D02,MGH53,Malignant,5373,-11.2797,12.4936,0.0667,-0.0341,Not cycling,0.3218,Oligo Progenitor,"",0.076377322,0.108100946,yes
MGH53_P8_D03,MGH53,Malignant,3247,-6.6719,12.7315,-0.349,0.0357,Not cycling,1.1387,Astrocytes,Astrocytes,-1.076978266,-1.262113302,yes
MGH53_P8_D04,MGH53,Malignant,4375,-4.3053,14.2418,-0.1409,-0.0223,Not cycling,0.6334,IG,"",0.419117383,-0.774695001,yes
MGH53_P8_D05,MGH53,Malignant,4991,-5.6847,15.9241,-0.0556,0.1502,Not cycling,0.739,Oligo Progenitor,"",0.944208604,-1.576208073,yes
MGH53_P8_D06,MGH53,Malignant,4878,-5.3037,16.5322,0.0039,-0.0092,Not cycling,1.0087,Oligo Progenitor,Oligo Progenitor,0.956880211,-1.77220314,yes
MGH53_P8_D07,MGH53,Malignant,4707,-12.5966,15.1509,-0.0776,-0.075,Not cycling,1.0025,Oligo Progenitor,Oligo Progenitor,0.416123226,-0.82011002,yes
MGH53_P8_D08,MGH53,Malignant,3839,-7.0064,17.6171,-0.1912,0.0418,Not cycling,1.0142,Oligo Progenitor,Oligo Progenitor,1.358501504,-1.838972671,yes
MGH53_P8_D09,MGH53,Malignant,4810,-5.1722,16.0583,-0.0764,0.1728,Not cycling,0.1812,MES (glioma),"",0.415492529,-1.213413233,yes
MGH53_P8_D10,MGH53,Malignant,5083,-7.6479,14.9832,0.1279,-0.046,Not cycling,0.6399,Stress (in vitro),"",0.980102947,-0.897914994,yes
MGH53_P8_D11,MGH53,Malignant,4712,-6.4056,17.3507,-0.1416,0.1082,Not cycling,0.5668,IG,"",-0.098924939,-0.28074335,yes
MGH53_P8_E01,MGH53,Malignant,4019,-10.4853,12.895,-0.0142,0.0083,Not cycling,0.5975,MYC,"",-0.055063166,0.14524192,yes
MGH53_P8_E03,MGH53,Malignant,3929,-7.0995,11.4307,0.0815,-0.1316,Not cycling,1.2451,Stress,Stress,-1.54535097,-2.096090764,yes
MGH53_P8_E04,MGH53,Malignant,4522,-11.1001,12.4106,-0.0973,0.2224,Not cycling,0.4459,Respiration,"",0.124778586,0.256443225,yes
MGH53_P8_E05,MGH53,Malignant,4339,-3.9278,18.1417,-0.19,-0.027,Not cycling,1.0117,Oligo Progenitor,Oligo Progenitor,1.197703255,-1.518786385,yes
MGH53_P8_E06,MGH53,Malignant,3561,-12.2049,16.0218,-0.1642,0.1066,Not cycling,0.8191,Oligo Progenitor,"",0.692990381,-0.624403125,yes
MGH53_P8_E07,MGH53,Malignant,3580,-9.4524,13.1766,0.2012,-0.1028,Not cycling,0.389,Protein maturation,"",-0.042906962,0.025510926,yes
MGH53_P8_E08,MGH53,Malignant,4780,-4.5796,14.7869,0.1144,-0.0706,Not cycling,0.3206,RBCs,"",0.057147102,0.5124581,yes
MGH53_P8_E09,MGH53,Malignant,4101,-7.8644,17.8414,-0.0124,0.1011,Not cycling,0.7187,Oligo Progenitor,"",-0.384059052,-0.666963878,yes
MGH53_P8_E10,MGH53,Malignant,3842,-7.0415,13.5578,-0.0287,-0.058,Not cycling,1.4755,Astrocytes,Astrocytes,-0.993134044,-1.151845979,yes
MGH53_P8_E11,MGH53,Malignant,4460,-7.1605,19.3873,-0.3879,0.1587,Not cycling,1.17,Oligo Progenitor,Oligo Progenitor,0.731738039,-1.210018285,yes
MGH53_P8_F01,MGH53,Malignant,4527,-4.2285,14.6343,0.1296,-0.0286,Not cycling,0.5991,EMT III,"",0.439015214,-1.040640581,yes
MGH53_P8_F02,MGH53,Malignant,4946,-10.6354,12.9513,0.2217,0.0832,Not cycling,0.3822,Interferon/MHC-II (II),"",-0.073960502,0.20704013,yes
MGH53_P8_F04,MGH53,Malignant,4697,-6.6642,17.0475,-0.1866,0.0643,Not cycling,0.7582,MYC,"",0.447710535,-0.408421121,yes
MGH53_P8_F05,MGH53,Malignant,4537,-8.1814,19.2036,-0.0242,0.0186,Not cycling,0.8683,Oligo Progenitor,"",1.038973091,-1.559435083,yes
MGH53_P8_F06,MGH53,Malignant,6985,0.5666,-3.7488,1.9556,0.1339,G1/S,2.9751,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.623047366,-1.477668143,yes
MGH53_P8_F07,MGH53,Malignant,4177,-7.6076,14.6169,-0.1292,0.1103,Not cycling,0.4577,Platelet activation,"",-0.136794746,0.170513002,yes
MGH53_P8_F08,MGH53,Malignant,5516,-7.4084,16.645,-0.3013,0.1135,Not cycling,0.538,Hypoxia,"",-0.008832102,0.353181766,yes
MGH53_P8_F09,MGH53,Malignant,5091,-6.225,17.838,-0.051,0.1711,Not cycling,0.9462,MYC,"",1.011374501,-1.653947545,yes
MGH53_P8_F11,MGH53,Malignant,4717,-6.0411,5.8173,0.0367,-0.0117,Not cycling,0.7562,Stress,"",-0.03305246,0.304052675,yes
MGH53_P8_G01,MGH53,Malignant,4123,-5.7142,16.6048,-0.0967,0.0238,Not cycling,1.2726,Oligo Progenitor,Oligo Progenitor,1.102671863,-2.09036548,yes
MGH53_P8_G02,MGH53,Malignant,4043,-6.4895,9.394,0.0029,0.1503,Not cycling,0.8697,Stress,"",-0.01692657,0.670217784,yes
MGH53_P8_G03,MGH53,Malignant,4991,-5.2713,16.5043,-0.0813,-0.2387,Not cycling,0.916,IG,"",-0.224873091,-0.103925437,yes
MGH53_P8_G04,MGH53,Malignant,3313,-6.1931,13.8065,-0.1672,-0.1528,Not cycling,0.5731,Oligo Progenitor,"",0.568764024,-0.902256011,yes
MGH53_P8_G05,MGH53,Malignant,4207,-8.1136,13.5479,0.0515,-0.0215,Not cycling,1.254,Stress,Stress,-0.554822932,-0.512115141,yes
MGH53_P8_G06,MGH53,Malignant,3747,-8.0132,15.0667,0.6345,0.0229,Not cycling,0.9339,Respiration,"",-0.196023424,0.049437552,yes
MGH53_P8_G07,MGH53,Malignant,3892,-7.2418,11.8521,0.1096,-0.1769,Not cycling,2.8378,Astrocytes,Astrocytes,-3.216252259,-3.6892835,yes
MGH53_P8_G08,MGH53,Malignant,4429,-6.0022,16.4395,0.0472,-0.2808,Not cycling,0.5575,Interferon/MHC-II (II),"",0.146945981,-0.016214026,yes
MGH53_P8_G09,MGH53,Malignant,5008,-5.5534,17.3469,0.1729,-0.05,Not cycling,1.3191,Oligo Progenitor,Oligo Progenitor,1.412533381,-2.153430636,yes
MGH53_P8_G10,MGH53,Malignant,4493,-10.7581,13.5592,-0.0397,0.0054,Not cycling,0.581,Stress (in vitro),"",-0.014111434,0.218124047,yes
MGH53_P8_G11,MGH53,Malignant,5618,-5.9406,15.6729,1.0404,0.1816,G1/S,1.444,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.127182208,0.492286541,yes
MGH53_P8_G12,MGH53,Malignant,3144,3.5534,4.2792,-0.2455,0.1312,Not cycling,1.3939,Respiration,"",-0.004769868,-0.289686712,yes
MGH53_P8_H01,MGH53,Malignant,3416,-11.2408,12.1688,0.1148,0.0168,Not cycling,0.4784,Interferon/MHC-II (I),"",-0.078210086,-0.66599371,yes
MGH53_P8_H02,MGH53,Malignant,4135,-10.074,14.0065,-0.081,0.1695,Not cycling,0.3327,Platelet activation,"",0.119862142,0.496130559,yes
MGH53_P8_H03,MGH53,Malignant,4909,-5.7438,17.2485,-0.1578,-0.0716,Not cycling,1.0948,Oligo Progenitor,Oligo Progenitor,1.676095189,-1.956358481,yes
MGH53_P8_H04,MGH53,Malignant,4823,-7.0051,14.1117,-0.2173,-0.0873,Not cycling,0.4599,Stress,"",-0.57078011,-0.531005519,yes
MGH53_P8_H05,MGH53,Malignant,3223,-7.7294,12.6863,-0.1265,-0.0389,Not cycling,0.8159,Astrocytes,"",-0.190992869,-0.840373623,yes
MGH53_P8_H06,MGH53,Malignant,4408,-12.2853,13.2238,-0.2374,-0.0494,Not cycling,0.3405,EMT IV,"",0.075384886,-0.411838363,yes
MGH53_P8_H07,MGH53,Malignant,3537,-6.8205,11.9577,0.2591,-0.0642,Not cycling,1.7977,Stress,Stress,-1.725441733,-1.781263139,yes
MGH53_P8_H08,MGH53,Malignant,5141,-5.3129,15.3716,-0.2402,-0.157,Not cycling,0.4029,Oligo Progenitor,"",0.224646355,-0.346694897,yes
MGH53_P8_H09,MGH53,Malignant,4872,-7.056,19.3854,-0.2469,-9e-04,Not cycling,0.4883,Platelet activation,"",0.572499937,-0.735443777,yes
MGH53_P8_H10,MGH53,Malignant,5213,-7.7129,14.558,0.425,-0.1604,Not cycling,0.7846,Stress,"",-0.072466675,0.036059289,yes
MGH53_P8_H11,MGH53,Malignant,5219,-10.2484,15.3841,-0.23,-0.0494,Not cycling,0.7522,Oligo Progenitor,"",0.313140179,-0.494593958,yes
MGH53_P8_H12,MGH53,Malignant,4499,3.3084,4.7633,0.1876,0.0886,Not cycling,0.9292,Respiration,"",-0.016245206,0.077648572,yes
MGH53_P1_A03,MGH53,Malignant,5860,-11.6554,15.9842,0.1849,0.0735,Not cycling,0.3493,MYC,"",0.499251961,-0.725616131,yes
MGH53_P1_A04,MGH53,Malignant,6743,-8.4711,19.1952,0.0011,0.058,Not cycling,1.1061,Oligo Progenitor,Oligo Progenitor,1.017114276,-1.30943106,yes
MGH53_P1_A06,MGH53,Malignant,7231,1.0474,-4.0007,2.6176,1.1002,G1/S,3.4398,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.070063665,0.718618457,yes
MGH53_P1_A07,MGH53,Malignant,6677,-11.0397,16.2603,-0.0619,-0.1985,Not cycling,0.9279,Stress,"",-0.183145875,0.236066763,yes
MGH53_P1_A08,MGH53,Malignant,5426,-9.9675,17.9651,-0.4732,0.1278,Not cycling,0.3868,IG,"",1.0063816,-1.527592057,yes
MGH53_P1_B04,MGH53,Malignant,4946,-5.789,5.2637,-0.0119,0.1226,Not cycling,1.4553,Stress,Stress,-0.436460621,0.110855976,yes
MGH53_P1_B08,MGH53,Malignant,6134,-11.4265,17.0497,-0.2617,0.034,Not cycling,0.4169,Metal response,"",0.298460814,-0.18247404,yes
MGH53_P1_B09,MGH53,Malignant,5599,-8.6627,16.7775,-0.2452,-0.0717,Not cycling,0.493,NPC/OPC,"",0.576348678,-0.839184248,yes
MGH53_P1_B11,MGH53,Malignant,6370,-11.5677,16.7358,-0.1352,-0.1069,Not cycling,0.4128,Respiration,"",0.085634531,0.11093498,yes
MGH53_P1_C03,MGH53,Malignant,5022,-10.9086,14.9247,-0.1407,-0.1161,Not cycling,1.2495,Stress,Stress,-0.366830152,-0.027056145,yes
MGH53_P1_C06,MGH53,Malignant,6153,-9.3871,15.1488,-0.038,0.2511,Not cycling,0.2199,MYC,"",-0.012888019,0.357543126,yes
MGH53_P1_C09,MGH53,Malignant,6559,-8.7403,17.2168,-0.3153,-0.244,Not cycling,0.7489,Stress,"",1.101662406,-0.873014632,yes
MGH53_P1_C10,MGH53,Malignant,6544,-10.0907,18.4644,-0.0657,0.3075,Not cycling,1.0557,Oligo Progenitor,Oligo Progenitor,0.909058335,-1.167338187,yes
MGH53_P1_D01,MGH53,Malignant,5920,-13.2265,14.6351,0.2559,0.0455,Not cycling,0.6124,Translation initiation,"",0.3538254,-0.446090055,yes
MGH53_P1_D05,MGH53,Malignant,6057,-10.9447,15.5357,-0.0783,-0.2522,Not cycling,1.6146,Stress,Stress,-1.056189232,-1.678188155,yes
MGH53_P1_D12,MGH53,Malignant,6286,-10.1254,18.6381,-0.3158,-0.0748,Not cycling,1.2906,Oligo Progenitor,Oligo Progenitor,0.997614597,-1.484687706,yes
MGH53_P1_E09,MGH53,Malignant,5069,-9.4795,17.5579,-0.0345,-0.1518,Not cycling,0.9513,Oligo Progenitor,"",1.130478294,-1.692911045,yes
MGH53_P1_E12,MGH53,Malignant,6866,-12.0285,14.7213,-0.3356,0.0053,Not cycling,1.2269,Stress,Stress,-0.442197864,-0.125004246,yes
MGH53_P12_A01,MGH53,Malignant,5096,-11.8114,12.9995,-0.0761,-0.0966,Not cycling,1.028,Respiration,"",0.326457077,-0.557208098,yes
MGH53_P12_A02,MGH53,Malignant,4873,-11.8618,13.6545,0.151,-0.0348,Not cycling,0.3579,Translation initiation,"",-0.077054509,0.140772427,yes
MGH53_P12_A03,MGH53,Malignant,5734,-8.9147,17.7034,-0.3464,0.1459,Not cycling,0.8302,Oligo Progenitor,"",0.825184933,-1.030354765,yes
MGH53_P12_A04,MGH53,Malignant,5673,-11.6013,14.8405,-0.1357,-0.0133,Not cycling,1.1801,Stress,Stress,-0.119598751,0.183593215,yes
MGH53_P12_A05,MGH53,Malignant,5321,-11.93,15.0939,0.1328,0.0697,Not cycling,1.4345,Stress,Stress,0.327852842,0.073742309,yes
MGH53_P12_A06,MGH53,Malignant,4169,-11.7344,14.5302,-0.1546,-0.0265,Not cycling,0.5593,Respiration,"",-0.139746291,0.920719746,yes
MGH53_P12_A08,MGH53,Malignant,5078,-10.3119,17.461,-0.1283,0.0582,Not cycling,0.6375,Chromatin,"",0.7760029,-0.535906119,yes
MGH53_P12_A09,MGH53,Malignant,5435,0.8116,-5.2379,0.5669,2.77,G2/M,5.3056,Cell Cycle - G2/M,"",-0.093288396,0.238499803,yes
MGH53_P12_A10,MGH53,Malignant,5547,-12.4772,13.3953,-0.1916,-0.0256,Not cycling,0.7308,IG,"",0.065876018,1.24151553,yes
MGH53_P12_A11,MGH53,Malignant,5988,-12.8001,15.1174,-0.0542,0.1001,Not cycling,0.6077,MYC,"",0.123394016,0.433744821,yes
MGH53_P12_A12,MGH53,Malignant,6574,-6.8886,16.8873,-0.0724,-0.1011,Not cycling,0.5008,IG,"",0.524207403,-0.691612026,yes
MGH53_P12_B01,MGH53,Malignant,5815,-11.96,15.7643,0.0398,0.2417,Not cycling,0.3186,Chromatin,"",0.03754701,0.137641143,yes
MGH53_P12_B02,MGH53,Malignant,3909,-7.6963,15.1708,-0.2808,-0.079,Not cycling,0.4949,Stress,"",-0.642030436,-0.278161222,yes
MGH53_P12_B03,MGH53,Malignant,5394,-12.3896,15.9401,0.0595,-0.101,Not cycling,0.2931,Hemato-related II,"",0.074435171,0.312710037,yes
MGH53_P12_B04,MGH53,Malignant,5714,-9.7206,15.6304,-0.1127,-0.0879,Not cycling,0.7345,Stress,"",-0.223161526,-0.217066379,yes
MGH53_P12_B05,MGH53,Malignant,5502,-8.8153,18.5919,-0.0504,-0.025,Not cycling,1.3271,Oligo Progenitor,Oligo Progenitor,1.194319694,-1.267558298,yes
MGH53_P12_B06,MGH53,Malignant,5945,-8.3014,17.1762,3e-04,0.1786,Not cycling,0.5084,Stress,"",0.466337036,-0.607555758,yes
MGH53_P12_B07,MGH53,Malignant,5601,-6.0228,17.2422,-0.3314,-0.0978,Not cycling,0.345,Astrocytes,"",0.021239879,-0.046111641,yes
MGH53_P12_B08,MGH53,Malignant,4374,12.8967,-11.1275,-0.1504,0.0192,Not cycling,0.9702,Oligo Progenitor,"",1.302022698,-1.098703956,yes
MGH53_P12_B09,MGH53,Malignant,5713,-12.6717,15.5692,-0.1126,0.1189,Not cycling,0.8602,Respiration,"",0.253121307,-0.324748489,yes
MGH53_P12_B11,MGH53,Malignant,4595,-9.1455,17.271,-0.2433,0.056,Not cycling,0.4913,Translation initiation,"",0.581695005,-0.752529064,yes
MGH53_P12_B12,MGH53,Malignant,6056,-11.139,15.6592,-0.0614,0.0633,Not cycling,0.6165,Unfolded protein response,"",-0.117708992,0.88237309,yes
MGH53_P12_C01,MGH53,Malignant,5735,-11.4901,16.0276,-0.0105,-0.0772,Not cycling,0.9139,Stress,"",0.776547224,-0.789390459,yes
MGH53_P12_C02,MGH53,Malignant,5255,-9.6499,19.1792,-0.323,-7e-04,Not cycling,0.7641,Oligo Progenitor,"",1.366175274,-1.376028684,yes
MGH53_P12_C03,MGH53,Malignant,4682,-7.4209,11.6745,0.0388,0.0768,Not cycling,2.4749,Astrocytes,Astrocytes,-1.835047692,-2.345826332,yes
MGH53_P12_C04,MGH53,Malignant,4997,-8.293,15.8874,0.1694,0.1299,Not cycling,0.486,Oligo Progenitor,"",0.501319127,-0.752662575,yes
MGH53_P12_C05,MGH53,Malignant,5015,-12.4572,14.4828,-0.1441,-0.1608,Not cycling,0.4951,NPC Glioma,"",-0.046996472,0.225782439,yes
MGH53_P12_C06,MGH53,Malignant,5853,-10.3279,14.5303,0.8064,0.1171,G1/S,1.2744,Stress,Stress,-0.278016142,0.131863834,yes
MGH53_P12_C07,MGH53,Malignant,5071,-12.3845,15.7591,-0.1407,-0.035,Not cycling,0.7393,Oligo Progenitor,"",1.007684484,-0.624575052,yes
MGH53_P12_C08,MGH53,Malignant,4819,-9.3779,17.9324,-0.2107,0.1564,Not cycling,0.6469,Unfolded protein response,"",0.817337385,-0.78305276,yes
MGH53_P12_C09,MGH53,Malignant,4935,-12.3803,15.4898,0.1179,0.067,Not cycling,0.4531,IG,"",0.134471504,0.185396784,yes
MGH53_P12_C10,MGH53,Malignant,4468,-8.5522,14.7054,-0.164,0.0259,Not cycling,1.4818,Astrocytes,Astrocytes,-1.680102432,-2.01694211,yes
MGH53_P12_C11,MGH53,Malignant,5229,-7.0122,13.2446,-0.4044,0.0226,Not cycling,1.5241,Astrocytes,Astrocytes,-1.773905843,-2.426054058,yes
MGH53_P12_C12,MGH53,Malignant,5309,-8.3347,16.6087,-0.062,-0.011,Not cycling,0.966,Oligo Progenitor,"",0.750611305,-1.074635027,yes
MGH53_P12_D01,MGH53,Malignant,4273,-11.3381,14.1031,0.1881,-0.0156,Not cycling,0.7181,Respiration,"",-0.034872582,0.317855968,yes
MGH53_P12_D02,MGH53,Malignant,3800,-8.7364,14.9162,-0.1534,0.0993,Not cycling,0.4087,IG,"",-0.225697263,0.17355143,yes
MGH53_P12_D03,MGH53,Malignant,4595,-7.3656,14.4476,-0.095,0.1199,Not cycling,0.5443,EMT IV,"",-0.224524224,0.418092213,yes
MGH53_P12_D04,MGH53,Malignant,5096,-8.189,16.0022,-0.1343,0.0628,Not cycling,0.273,MP41 (Unassigned),"",0.136730024,0.483712534,yes
MGH53_P12_D05,MGH53,Malignant,4865,-11.9344,15.5992,0.2136,-0.2825,Not cycling,0.7239,Stress (in vitro),"",0.782961624,-0.802764489,yes
